Summary
[Data Information]
Data is:,Measurement Data
441.0,0.506
442.0,0.506
443.0,0.506
444.0,0.506
445.0,0.505
446.0,0.506
447.0,0.505
448.0,0.505
449.0,0.505
450.0,0.505
451.0,0.505
452.0,0.506
453.0,0.506
454.0,0.506
455.0,0.507
456.0,0.507
457.0,0.507
458.0,0.508
459.0,0.509
460.0,0.510
461.0,0.511
462.0,0.512
463.0,0.513
464.0,0.514
465.0,0.516
466.0,0.517
467.0,0.518
468.0,0.520
469.0,0.522
470.0,0.524
471.0,0.526
472.0,0.528
473.0,0.530
474.0,0.532
475.0,0.535
476.0,0.538
477.0,0.541
478.0,0.544
479.0,0.548
480.0,0.553
481.0,0.557
482.0,0.561
483.0,0.565
484.0,0.570
485.0,0.575
486.0,0.580
487.0,0.585
488.0,0.591
489.0,0.597
490.0,0.603
491.0,0.609
492.0,0.615
493.0,0.622
494.0,0.629
495.0,0.637
496.0,0.644
497.0,0.652
498.0,0.659
499.0,0.667
500.0,0.675
501.0,0.682
502.0,0.691
503.0,0.699
504.0,0.707
505.0,0.715
506.0,0.723
507.0,0.731
508.0,0.738
509.0,0.746
510.0,0.752
511.0,0.759
512.0,0.766
513.0,0.773
514.0,0.778
515.0,0.784
516.0,0.788
517.0,0.793
518.0,0.797
519.0,0.801
520.0,0.805
521.0,0.808
522.0,0.810
523.0,0.812
524.0,0.814
525.0,0.814
526.0,0.815
527.0,0.815
528.0,0.814
529.0,0.813
530.0,0.811
531.0,0.808
532.0,0.805
533.0,0.801
534.0,0.797
535.0,0.792
536.0,0.787
537.0,0.782
538.0,0.777
539.0,0.770
540.0,0.763
541.0,0.756
542.0,0.749
543.0,0.741
544.0,0.733
545.0,0.724
546.0,0.715
547.0,0.706
548.0,0.697
549.0,0.688
550.0,0.678
551.0,0.667
552.0,0.657
553.0,0.648
554.0,0.638
555.0,0.628
556.0,0.617
557.0,0.607
558.0,0.597
559.0,0.587
560.0,0.577
561.0,0.567
562.0,0.556
563.0,0.545
564.0,0.534
565.0,0.524
566.0,0.513
567.0,0.503
568.0,0.493
569.0,0.483
570.0,0.473
571.0,0.463
572.0,0.454
573.0,0.445
574.0,0.435
575.0,0.426
576.0,0.418
577.0,0.409
578.0,0.401
579.0,0.393
580.0,0.385
581.0,0.378
582.0,0.370
583.0,0.362
584.0,0.355
585.0,0.348
586.0,0.341
587.0,0.334
588.0,0.327
589.0,0.321
590.0,0.315
591.0,0.309
592.0,0.303
593.0,0.297
594.0,0.291
595.0,0.286
596.0,0.281
597.0,0.276
598.0,0.271
599.0,0.266
600.0,0.261
601.0,0.257
602.0,0.253
603.0,0.249
604.0,0.244
605.0,0.240
606.0,0.237
607.0,0.233
608.0,0.230
609.0,0.226
610.0,0.223
611.0,0.219
612.0,0.216
613.0,0.213
614.0,0.210
615.0,0.207
616.0,0.204
617.0,0.202
618.0,0.199
619.0,0.197
620.0,0.194
621.0,0.192
622.0,0.190
623.0,0.188
624.0,0.186
625.0,0.184
626.0,0.182
627.0,0.181
628.0,0.179
629.0,0.177
630.0,0.176
631.0,0.174
632.0,0.173
633.0,0.171
634.0,0.170
635.0,0.169
636.0,0.168
637.0,0.166
638.0,0.165
639.0,0.164
640.0,0.163
641.0,0.162
642.0,0.161
643.0,0.161
644.0,0.160
645.0,0.160
646.0,0.159
647.0,0.159
648.0,0.158
649.0,0.157
650.0,0.157
651.0,0.157
652.0,0.157
653.0,0.156
654.0,0.156
655.0,0.156
656.0,0.156
657.0,0.156
658.0,0.156
659.0,0.156
660.0,0.156
661.0,0.156
662.0,0.156
663.0,0.157
664.0,0.157
665.0,0.158
666.0,0.158
667.0,0.159
668.0,0.159
669.0,0.159
670.0,0.160
671.0,0.160
672.0,0.161
673.0,0.162
674.0,0.163
675.0,0.164
676.0,0.165
677.0,0.166
678.0,0.166
679.0,0.168
680.0,0.169
681.0,0.170
682.0,0.171
683.0,0.172
684.0,0.174
685.0,0.175
686.0,0.177
687.0,0.178
688.0,0.179
689.0,0.181
690.0,0.182
691.0,0.184
692.0,0.186
693.0,0.188
694.0,0.190
695.0,0.191
696.0,0.193
697.0,0.195
698.0,0.197
699.0,0.200
700.0,0.201
701.0,0.203
702.0,0.206
703.0,0.208
704.0,0.211
705.0,0.213
706.0,0.215
707.0,0.217
708.0,0.219
709.0,0.222
710.0,0.224
711.0,0.227
712.0,0.229
713.0,0.232
714.0,0.234
715.0,0.237
716.0,0.239
717.0,0.242
718.0,0.245
719.0,0.248
720.0,0.250
721.0,0.254
722.0,0.256
723.0,0.259
724.0,0.261
725.0,0.264
726.0,0.267
727.0,0.270
728.0,0.272
729.0,0.275
730.0,0.278
731.0,0.281
732.0,0.284
733.0,0.286
734.0,0.288
735.0,0.291
736.0,0.293
737.0,0.296
738.0,0.298
739.0,0.301
740.0,0.304
741.0,0.307
742.0,0.309
743.0,0.312
744.0,0.314
745.0,0.317
746.0,0.319
747.0,0.321
748.0,0.323
749.0,0.325
750.0,0.327
751.0,0.329
752.0,0.330
753.0,0.332
754.0,0.334
755.0,0.336
756.0,0.337
757.0,0.340
758.0,0.341
759.0,0.343
760.0,0.343
761.0,0.345
762.0,0.346
763.0,0.348
764.0,0.348
765.0,0.349
766.0,0.349
767.0,0.350
768.0,0.350
769.0,0.351
770.0,0.351
771.0,0.351
772.0,0.352
773.0,0.353
774.0,0.353
775.0,0.352
776.0,0.352
777.0,0.353
778.0,0.353
779.0,0.354
780.0,0.353
781.0,0.352
782.0,0.351
783.0,0.351
784.0,0.350
785.0,0.350
786.0,0.349
787.0,0.348
788.0,0.347
789.0,0.345
790.0,0.345
791.0,0.344
792.0,0.343
793.0,0.341
794.0,0.340
795.0,0.339
796.0,0.337
797.0,0.335
798.0,0.333
799.0,0.332
800.0,0.330
801.0,0.329
802.0,0.327
803.0,0.327
804.0,0.325
805.0,0.323
806.0,0.321
807.0,0.318
808.0,0.316
809.0,0.314
810.0,0.312
811.0,0.310
812.0,0.309
813.0,0.306
814.0,0.304
815.0,0.302
816.0,0.300
817.0,0.298
818.0,0.296
819.0,0.294
820.0,0.291
821.0,0.288
822.0,0.286
823.0,0.284
824.0,0.282
825.0,0.280
826.0,0.277
827.0,0.274
828.0,0.272
829.0,0.271
830.0,0.268
831.0,0.266
832.0,0.263
833.0,0.261
834.0,0.258
835.0,0.256
836.0,0.254
837.0,0.252
838.0,0.249
839.0,0.247
840.0,0.245
841.0,0.242
842.0,0.240
843.0,0.238
844.0,0.236
845.0,0.234
846.0,0.231
847.0,0.228
848.0,0.226
849.0,0.224
850.0,0.221
851.0,0.219
852.0,0.217
853.0,0.215
854.0,0.213
855.0,0.210
856.0,0.208
857.0,0.205
858.0,0.204
859.0,0.202
860.0,0.200
861.0,0.197
862.0,0.195
863.0,0.193
864.0,0.191
865.0,0.190
866.0,0.187
867.0,0.185
868.0,0.183
869.0,0.181
870.0,0.179
871.0,0.177
872.0,0.175
873.0,0.173
874.0,0.171
875.0,0.169
876.0,0.167
877.0,0.166
878.0,0.164
879.0,0.162
880.0,0.160
881.0,0.158
882.0,0.156
883.0,0.155
884.0,0.153
885.0,0.151
886.0,0.149
887.0,0.148
888.0,0.146
889.0,0.145
890.0,0.143
891.0,0.142
892.0,0.140
893.0,0.139
894.0,0.137
895.0,0.136
896.0,0.134
897.0,0.132
898.0,0.131
899.0,0.129
900.0,0.128
901.0,0.127
902.0,0.125
903.0,0.124
904.0,0.122
905.0,0.121
906.0,0.120
907.0,0.118
908.0,0.117
909.0,0.116
910.0,0.115
911.0,0.114
912.0,0.112
913.0,0.111
914.0,0.110
915.0,0.109
916.0,0.108
917.0,0.107
918.0,0.105
919.0,0.104
920.0,0.104
921.0,0.102
922.0,0.101
923.0,0.100
924.0,0.099
925.0,0.098
926.0,0.097
927.0,0.096
928.0,0.095
929.0,0.094
930.0,0.093
931.0,0.092
932.0,0.091
933.0,0.090
934.0,0.089
935.0,0.088
936.0,0.087
937.0,0.086
938.0,0.085
939.0,0.083
940.0,0.082
941.0,0.081
942.0,0.080
943.0,0.079
944.0,0.079
945.0,0.077
946.0,0.076
947.0,0.075
948.0,0.074
949.0,0.073
950.0,0.073
951.0,0.072
952.0,0.071
953.0,0.070
954.0,0.069
955.0,0.068
956.0,0.067
957.0,0.067
958.0,0.066
959.0,0.065
960.0,0.064
961.0,0.064
962.0,0.063
963.0,0.063
964.0,0.062
965.0,0.061
966.0,0.061
967.0,0.060
968.0,0.059
969.0,0.059
970.0,0.058
971.0,0.057
972.0,0.057
973.0,0.056
974.0,0.056
975.0,0.055
976.0,0.055
977.0,0.054
978.0,0.054
979.0,0.053
980.0,0.052
981.0,0.052
982.0,0.052
983.0,0.051
984.0,0.051
985.0,0.050
986.0,0.050
987.0,0.050
988.0,0.049
989.0,0.049
990.0,0.048
991.0,0.048
992.0,0.048
993.0,0.047
994.0,0.046
995.0,0.046
996.0,0.046
997.0,0.045
998.0,0.045
999.0,0.045
1000.0,0.044
1001.0,0.044
1002.0,0.044
1003.0,0.043
1004.0,0.043
1005.0,0.043
1006.0,0.043
1007.0,0.042
1008.0,0.042
1009.0,0.042
1010.0,0.041
1011.0,0.041
1012.0,0.041
1013.0,0.041
1014.0,0.040
1015.0,0.040
1016.0,0.040
1017.0,0.039
1018.0,0.039
1019.0,0.039
1020.0,0.039
1021.0,0.039
1022.0,0.038
1023.0,0.038
1024.0,0.038
1025.0,0.038
1026.0,0.037
1027.0,0.037
1028.0,0.037
1029.0,0.037
1030.0,0.036
1031.0,0.036
1032.0,0.036
1033.0,0.036
1034.0,0.036
1035.0,0.036
1036.0,0.035
1037.0,0.035
1038.0,0.035
1039.0,0.035
1040.0,0.035
1041.0,0.035
1042.0,0.034
1043.0,0.034
1044.0,0.034
1045.0,0.034
1046.0,0.034
1047.0,0.034
1048.0,0.033
1049.0,0.033
1050.0,0.033
1051.0,0.033
1052.0,0.032
1053.0,0.032
1054.0,0.032
1055.0,0.032
1056.0,0.032
1057.0,0.032
1058.0,0.031
1059.0,0.031
1060.0,0.031
1061.0,0.031
1062.0,0.031
1063.0,0.031
1064.0,0.030
1065.0,0.030
1066.0,0.030
1067.0,0.030
1068.0,0.030
1069.0,0.029
1070.0,0.029
1071.0,0.029
1072.0,0.029
1073.0,0.029
1074.0,0.029
1075.0,0.029
1076.0,0.028
1077.0,0.028
1078.0,0.028
1079.0,0.028
1080.0,0.028
1081.0,0.028
1082.0,0.027
1083.0,0.027
1084.0,0.027
1085.0,0.027
1086.0,0.027
1087.0,0.026
1088.0,0.026
1089.0,0.026
1090.0,0.026
1091.0,0.026
1092.0,0.026
1093.0,0.025
1094.0,0.025
1095.0,0.025
1096.0,0.025
1097.0,0.025
1098.0,0.025
1099.0,0.025
1100.0,0.025
1101.0,0.025
1102.0,0.024
1103.0,0.024
1104.0,0.024
1105.0,0.024
1106.0,0.024
1107.0,0.024
1108.0,0.024
1109.0,0.023
1110.0,0.023
1111.0,0.024
1112.0,0.023
1113.0,0.023
1114.0,0.023
1115.0,0.023
1116.0,0.023
1117.0,0.023
1118.0,0.023
1119.0,0.023
1120.0,0.022
1121.0,0.023
1122.0,0.022
1123.0,0.022
1124.0,0.022
1125.0,0.022
1126.0,0.022
1127.0,0.021
1128.0,0.021
1129.0,0.021
1130.0,0.021
1131.0,0.021
1132.0,0.020
1133.0,0.020
1134.0,0.020
1135.0,0.020
1136.0,0.020
1137.0,0.019
1138.0,0.019
1139.0,0.019
1140.0,0.019
1141.0,0.018
1142.0,0.018
1143.0,0.017
1144.0,0.017
1145.0,0.017
1146.0,0.016
1147.0,0.016
1148.0,0.016
1149.0,0.016
1150.0,0.016
1151.0,0.016
1152.0,0.016
1153.0,0.016
1154.0,0.017
1155.0,0.017
1156.0,0.017
1157.0,0.017
1158.0,0.017
1159.0,0.016
1160.0,0.016
1161.0,0.016
1162.0,0.016
1163.0,0.016
1164.0,0.016
1165.0,0.016
1166.0,0.016
1167.0,0.016
1168.0,0.016
1169.0,0.016
1170.0,0.016
1171.0,0.015
1172.0,0.015
1173.0,0.015
1174.0,0.015
1175.0,0.015
1176.0,0.015
1177.0,0.015
1178.0,0.015
1179.0,0.015
1180.0,0.015
1181.0,0.015
1182.0,0.015
1183.0,0.015
1184.0,0.016
1185.0,0.016
1186.0,0.016
1187.0,0.016
1188.0,0.016
1189.0,0.017
1190.0,0.017
1191.0,0.017
1192.0,0.017
1193.0,0.017
1194.0,0.017
1195.0,0.018
1196.0,0.018
1197.0,0.018
1198.0,0.018
1199.0,0.019
1200.0,0.019
1201.0,0.020
1202.0,0.020
1203.0,0.021
1204.0,0.021
1205.0,0.021
1206.0,0.022
1207.0,0.022
1208.0,0.022
1209.0,0.022
1210.0,0.023
1211.0,0.023
1212.0,0.022
1213.0,0.022
1214.0,0.021
1215.0,0.022
1216.0,0.021
1217.0,0.020
1218.0,0.019
1219.0,0.018
1220.0,0.017
1221.0,0.017
1222.0,0.016
1223.0,0.015
1224.0,0.014
1225.0,0.013
1226.0,0.012
1227.0,0.011
1228.0,0.011
1229.0,0.010
1230.0,0.010
1231.0,0.010
1232.0,0.009
1233.0,0.009
1234.0,0.008
1235.0,0.008
1236.0,0.007
1237.0,0.007
1238.0,0.007
1239.0,0.007
1240.0,0.007
1241.0,0.006
1242.0,0.006
1243.0,0.006
1244.0,0.006
1245.0,0.006
1246.0,0.006
1247.0,0.006
1248.0,0.006
1249.0,0.005
1250.0,0.005
1251.0,0.005
1252.0,0.005
1253.0,0.005
1254.0,0.005
1255.0,0.005
1256.0,0.005
1257.0,0.004
1258.0,0.005
1259.0,0.004
1260.0,0.004
1261.0,0.004
1262.0,0.004
1263.0,0.004
1264.0,0.004
1265.0,0.004
1266.0,0.004
1267.0,0.004
1268.0,0.004
1269.0,0.003
1270.0,0.003
1271.0,0.003
1272.0,0.004
1273.0,0.003
1274.0,0.004
1275.0,0.004
1276.0,0.003
1277.0,0.003
1278.0,0.003
1279.0,0.003
1280.0,0.002
1281.0,0.002
1282.0,0.002
1283.0,0.002
1284.0,0.002
1285.0,0.002
1286.0,0.001
1287.0,0.001
1288.0,0.001
1289.0,0.002
1290.0,0.001
1291.0,0.001
1292.0,0.001
1293.0,0.001
1294.0,0.001
1295.0,0.000
1296.0,0.001
1297.0,0.000
1298.0,0.000
1299.0,-0.000
1300.0,-0.001
