Summary
[Data Information]
Data is:,Measurement Data
464.0,1.025
465.0,1.025
466.0,1.025
467.0,1.026
468.0,1.026
469.0,1.026
470.0,1.027
471.0,1.028
472.0,1.030
473.0,1.031
474.0,1.033
475.0,1.035
476.0,1.038
477.0,1.041
478.0,1.045
479.0,1.049
480.0,1.052
481.0,1.056
482.0,1.062
483.0,1.067
484.0,1.074
485.0,1.080
486.0,1.088
487.0,1.095
488.0,1.104
489.0,1.113
490.0,1.123
491.0,1.133
492.0,1.144
493.0,1.155
494.0,1.167
495.0,1.180
496.0,1.193
497.0,1.206
498.0,1.218
499.0,1.232
500.0,1.245
501.0,1.258
502.0,1.271
503.0,1.283
504.0,1.296
505.0,1.307
506.0,1.318
507.0,1.328
508.0,1.337
509.0,1.345
510.0,1.353
511.0,1.361
512.0,1.367
513.0,1.372
514.0,1.376
515.0,1.380
516.0,1.383
517.0,1.385
518.0,1.385
519.0,1.385
520.0,1.385
521.0,1.384
522.0,1.383
523.0,1.381
524.0,1.379
525.0,1.376
526.0,1.373
527.0,1.369
528.0,1.366
529.0,1.362
530.0,1.358
531.0,1.353
532.0,1.350
533.0,1.346
534.0,1.343
535.0,1.338
536.0,1.334
537.0,1.330
538.0,1.327
539.0,1.324
540.0,1.321
541.0,1.319
542.0,1.316
543.0,1.315
544.0,1.314
545.0,1.314
546.0,1.314
547.0,1.314
548.0,1.316
549.0,1.317
550.0,1.319
551.0,1.321
552.0,1.324
553.0,1.328
554.0,1.333
555.0,1.338
556.0,1.343
557.0,1.349
558.0,1.355
559.0,1.360
560.0,1.366
561.0,1.372
562.0,1.379
563.0,1.386
564.0,1.393
565.0,1.401
566.0,1.409
567.0,1.416
568.0,1.423
569.0,1.430
570.0,1.436
571.0,1.442
572.0,1.447
573.0,1.452
574.0,1.456
575.0,1.460
576.0,1.463
577.0,1.466
578.0,1.468
579.0,1.469
580.0,1.469
581.0,1.468
582.0,1.465
583.0,1.462
584.0,1.459
585.0,1.454
586.0,1.448
587.0,1.441
588.0,1.434
589.0,1.426
590.0,1.417
591.0,1.407
592.0,1.396
593.0,1.386
594.0,1.374
595.0,1.363
596.0,1.351
597.0,1.340
598.0,1.329
599.0,1.318
600.0,1.308
601.0,1.298
602.0,1.288
603.0,1.280
604.0,1.272
605.0,1.264
606.0,1.257
607.0,1.252
608.0,1.247
609.0,1.243
610.0,1.239
611.0,1.237
612.0,1.235
613.0,1.235
614.0,1.236
615.0,1.237
616.0,1.239
617.0,1.242
618.0,1.246
619.0,1.251
620.0,1.257
621.0,1.263
622.0,1.270
623.0,1.278
624.0,1.286
625.0,1.295
626.0,1.304
627.0,1.314
628.0,1.325
629.0,1.337
630.0,1.349
631.0,1.362
632.0,1.374
633.0,1.388
634.0,1.400
635.0,1.415
636.0,1.429
637.0,1.445
638.0,1.460
639.0,1.477
640.0,1.492
641.0,1.509
642.0,1.525
643.0,1.541
644.0,1.557
645.0,1.574
646.0,1.590
647.0,1.609
648.0,1.626
649.0,1.644
650.0,1.660
651.0,1.677
652.0,1.694
653.0,1.712
654.0,1.731
655.0,1.750
656.0,1.768
657.0,1.785
658.0,1.803
659.0,1.821
660.0,1.838
661.0,1.855
662.0,1.872
663.0,1.889
664.0,1.906
665.0,1.922
666.0,1.939
667.0,1.955
668.0,1.971
669.0,1.986
670.0,2.002
671.0,2.016
672.0,2.030
673.0,2.043
674.0,2.058
675.0,2.072
676.0,2.085
677.0,2.098
678.0,2.113
679.0,2.125
680.0,2.136
681.0,2.147
682.0,2.157
683.0,2.169
684.0,2.178
685.0,2.189
686.0,2.195
687.0,2.201
688.0,2.206
689.0,2.214
690.0,2.222
691.0,2.228
692.0,2.235
693.0,2.239
694.0,2.245
695.0,2.247
696.0,2.249
697.0,2.253
698.0,2.254
699.0,2.259
700.0,2.260
701.0,2.265
702.0,2.263
703.0,2.266
704.0,2.265
705.0,2.265
706.0,2.262
707.0,2.259
708.0,2.255
709.0,2.253
710.0,2.250
711.0,2.250
712.0,2.245
713.0,2.242
714.0,2.235
715.0,2.230
716.0,2.222
717.0,2.216
718.0,2.210
719.0,2.203
720.0,2.195
721.0,2.188
722.0,2.178
723.0,2.168
724.0,2.160
725.0,2.153
726.0,2.145
727.0,2.134
728.0,2.127
729.0,2.119
730.0,2.107
731.0,2.096
732.0,2.083
733.0,2.075
734.0,2.064
735.0,2.053
736.0,2.040
737.0,2.028
738.0,2.017
739.0,2.003
740.0,1.991
741.0,1.976
742.0,1.963
743.0,1.950
744.0,1.936
745.0,1.923
746.0,1.907
747.0,1.891
748.0,1.877
749.0,1.864
750.0,1.850
751.0,1.833
752.0,1.818
753.0,1.804
754.0,1.790
755.0,1.775
756.0,1.761
757.0,1.746
758.0,1.731
759.0,1.716
760.0,1.700
761.0,1.685
762.0,1.669
763.0,1.653
764.0,1.638
765.0,1.622
766.0,1.606
767.0,1.589
768.0,1.574
769.0,1.559
770.0,1.545
771.0,1.528
772.0,1.510
773.0,1.494
774.0,1.477
775.0,1.461
776.0,1.444
777.0,1.429
778.0,1.416
779.0,1.402
780.0,1.387
781.0,1.369
782.0,1.352
783.0,1.337
784.0,1.321
785.0,1.306
786.0,1.289
787.0,1.275
788.0,1.259
789.0,1.244
790.0,1.230
791.0,1.215
792.0,1.201
793.0,1.186
794.0,1.172
795.0,1.157
796.0,1.143
797.0,1.128
798.0,1.113
799.0,1.097
800.0,1.084
801.0,1.070
802.0,1.057
803.0,1.043
804.0,1.030
805.0,1.016
806.0,1.001
807.0,0.989
808.0,0.975
809.0,0.962
810.0,0.950
811.0,0.938
812.0,0.925
813.0,0.912
814.0,0.899
815.0,0.887
816.0,0.877
817.0,0.866
818.0,0.854
819.0,0.841
820.0,0.829
821.0,0.818
822.0,0.807
823.0,0.796
824.0,0.783
825.0,0.771
826.0,0.759
827.0,0.749
828.0,0.738
829.0,0.728
830.0,0.717
831.0,0.708
832.0,0.698
833.0,0.688
834.0,0.678
835.0,0.669
836.0,0.659
837.0,0.650
838.0,0.641
839.0,0.634
840.0,0.625
841.0,0.616
842.0,0.607
843.0,0.599
844.0,0.592
845.0,0.584
846.0,0.578
847.0,0.570
848.0,0.563
849.0,0.555
850.0,0.549
851.0,0.542
852.0,0.535
853.0,0.529
854.0,0.523
855.0,0.517
856.0,0.512
857.0,0.506
858.0,0.501
859.0,0.495
860.0,0.490
861.0,0.484
862.0,0.479
863.0,0.474
864.0,0.470
865.0,0.465
866.0,0.461
867.0,0.457
868.0,0.453
869.0,0.449
870.0,0.445
871.0,0.440
872.0,0.437
873.0,0.434
874.0,0.430
875.0,0.427
876.0,0.424
877.0,0.421
878.0,0.418
879.0,0.415
880.0,0.412
881.0,0.409
882.0,0.406
883.0,0.403
884.0,0.401
885.0,0.398
886.0,0.395
887.0,0.392
888.0,0.389
889.0,0.386
890.0,0.383
891.0,0.380
892.0,0.376
893.0,0.373
894.0,0.370
895.0,0.366
896.0,0.363
897.0,0.360
898.0,0.356
899.0,0.352
900.0,0.348
901.0,0.345
902.0,0.341
903.0,0.337
904.0,0.333
905.0,0.328
906.0,0.324
907.0,0.320
908.0,0.315
909.0,0.311
910.0,0.306
911.0,0.301
912.0,0.297
913.0,0.292
914.0,0.288
915.0,0.283
916.0,0.279
917.0,0.274
918.0,0.270
919.0,0.265
920.0,0.260
921.0,0.256
922.0,0.251
923.0,0.247
924.0,0.242
925.0,0.238
926.0,0.234
927.0,0.229
928.0,0.225
929.0,0.221
930.0,0.217
931.0,0.213
932.0,0.208
933.0,0.204
934.0,0.199
935.0,0.196
936.0,0.191
937.0,0.187
938.0,0.183
939.0,0.179
940.0,0.176
941.0,0.172
942.0,0.168
943.0,0.164
944.0,0.160
945.0,0.157
946.0,0.153
947.0,0.150
948.0,0.146
949.0,0.143
950.0,0.140
951.0,0.136
952.0,0.133
953.0,0.130
954.0,0.127
955.0,0.124
956.0,0.121
957.0,0.118
958.0,0.115
959.0,0.113
960.0,0.110
961.0,0.108
962.0,0.106
963.0,0.104
964.0,0.102
965.0,0.100
966.0,0.099
967.0,0.097
968.0,0.095
969.0,0.093
970.0,0.092
971.0,0.090
972.0,0.089
973.0,0.087
974.0,0.086
975.0,0.084
976.0,0.083
977.0,0.082
978.0,0.080
979.0,0.080
980.0,0.078
981.0,0.077
982.0,0.076
983.0,0.075
984.0,0.074
985.0,0.073
986.0,0.072
987.0,0.071
988.0,0.070
989.0,0.069
990.0,0.069
991.0,0.068
992.0,0.067
993.0,0.066
994.0,0.066
995.0,0.065
996.0,0.064
997.0,0.063
998.0,0.063
999.0,0.062
1000.0,0.061
1001.0,0.061
1002.0,0.060
1003.0,0.060
1004.0,0.059
1005.0,0.058
1006.0,0.058
1007.0,0.057
1008.0,0.057
1009.0,0.057
1010.0,0.057
1011.0,0.056
1012.0,0.056
1013.0,0.055
1014.0,0.055
1015.0,0.055
1016.0,0.054
1017.0,0.054
1018.0,0.054
1019.0,0.053
1020.0,0.052
1021.0,0.052
1022.0,0.052
1023.0,0.052
1024.0,0.052
1025.0,0.051
1026.0,0.051
1027.0,0.051
1028.0,0.051
1029.0,0.050
1030.0,0.050
1031.0,0.050
1032.0,0.050
1033.0,0.050
1034.0,0.049
1035.0,0.049
1036.0,0.049
1037.0,0.049
1038.0,0.049
1039.0,0.048
1040.0,0.048
1041.0,0.048
1042.0,0.047
1043.0,0.047
1044.0,0.047
1045.0,0.046
1046.0,0.046
1047.0,0.046
1048.0,0.046
1049.0,0.045
1050.0,0.045
1051.0,0.045
1052.0,0.045
1053.0,0.044
1054.0,0.044
1055.0,0.044
1056.0,0.043
1057.0,0.043
1058.0,0.043
1059.0,0.042
1060.0,0.042
1061.0,0.042
1062.0,0.041
1063.0,0.041
1064.0,0.041
1065.0,0.041
1066.0,0.040
1067.0,0.040
1068.0,0.040
1069.0,0.040
1070.0,0.039
1071.0,0.039
1072.0,0.038
1073.0,0.038
1074.0,0.038
1075.0,0.038
1076.0,0.037
1077.0,0.037
1078.0,0.037
1079.0,0.036
1080.0,0.036
1081.0,0.036
1082.0,0.035
1083.0,0.035
1084.0,0.035
1085.0,0.034
1086.0,0.034
1087.0,0.034
1088.0,0.033
1089.0,0.033
1090.0,0.033
1091.0,0.032
1092.0,0.032
1093.0,0.032
1094.0,0.031
1095.0,0.031
1096.0,0.031
1097.0,0.030
1098.0,0.030
1099.0,0.030
1100.0,0.030
1101.0,0.029
1102.0,0.029
1103.0,0.029
1104.0,0.028
1105.0,0.028
1106.0,0.028
1107.0,0.028
1108.0,0.027
1109.0,0.027
1110.0,0.027
1111.0,0.027
1112.0,0.027
1113.0,0.027
1114.0,0.027
1115.0,0.027
1116.0,0.027
1117.0,0.026
1118.0,0.026
1119.0,0.026
1120.0,0.026
1121.0,0.026
1122.0,0.025
1123.0,0.025
1124.0,0.024
1125.0,0.023
1126.0,0.023
1127.0,0.023
1128.0,0.022
1129.0,0.021
1130.0,0.021
1131.0,0.020
1132.0,0.019
1133.0,0.018
1134.0,0.017
1135.0,0.017
1136.0,0.016
1137.0,0.015
1138.0,0.013
1139.0,0.012
1140.0,0.010
1141.0,0.009
1142.0,0.007
1143.0,0.005
1144.0,0.004
1145.0,0.002
1146.0,0.001
1147.0,0.000
1148.0,-0.000
1149.0,-0.000
1150.0,-0.000
1151.0,-0.000
1152.0,-0.000
1153.0,0.000
1154.0,0.001
1155.0,0.001
1156.0,0.001
1157.0,0.001
1158.0,0.002
1159.0,0.003
1160.0,0.003
1161.0,0.003
1162.0,0.003
1163.0,0.003
1164.0,0.003
1165.0,0.002
1166.0,0.002
1167.0,0.001
1168.0,0.000
1169.0,0.000
1170.0,0.000
1171.0,0.000
1172.0,0.000
1173.0,0.001
1174.0,0.001
1175.0,0.001
1176.0,0.000
1177.0,0.001
1178.0,0.001
1179.0,0.002
1180.0,0.003
1181.0,0.004
1182.0,0.005
1183.0,0.006
1184.0,0.007
1185.0,0.008
1186.0,0.009
1187.0,0.010
1188.0,0.011
1189.0,0.012
1190.0,0.012
1191.0,0.013
1192.0,0.014
1193.0,0.015
1194.0,0.016
1195.0,0.016
1196.0,0.017
1197.0,0.018
1198.0,0.019
1199.0,0.021
1200.0,0.022
1201.0,0.024
1202.0,0.025
1203.0,0.027
1204.0,0.029
1205.0,0.030
1206.0,0.032
1207.0,0.033
1208.0,0.035
1209.0,0.036
1210.0,0.036
1211.0,0.037
1212.0,0.036
1213.0,0.035
1214.0,0.034
1215.0,0.032
1216.0,0.030
1217.0,0.027
1218.0,0.025
1219.0,0.022
1220.0,0.018
1221.0,0.014
1222.0,0.011
1223.0,0.008
1224.0,0.005
1225.0,0.002
1226.0,-0.001
1227.0,-0.004
1228.0,-0.006
1229.0,-0.008
1230.0,-0.009
1231.0,-0.012
1232.0,-0.013
1233.0,-0.014
1234.0,-0.015
1235.0,-0.016
1236.0,-0.017
1237.0,-0.019
1238.0,-0.020
1239.0,-0.021
1240.0,-0.021
1241.0,-0.022
1242.0,-0.023
1243.0,-0.023
1244.0,-0.023
1245.0,-0.024
1246.0,-0.025
1247.0,-0.025
1248.0,-0.026
1249.0,-0.026
1250.0,-0.026
1251.0,-0.026
1252.0,-0.027
1253.0,-0.027
1254.0,-0.027
1255.0,-0.027
1256.0,-0.028
1257.0,-0.028
1258.0,-0.029
1259.0,-0.029
1260.0,-0.029
1261.0,-0.029
1262.0,-0.029
1263.0,-0.030
1264.0,-0.030
1265.0,-0.031
1266.0,-0.031
1267.0,-0.031
1268.0,-0.031
1269.0,-0.031
1270.0,-0.031
1271.0,-0.031
1272.0,-0.032
1273.0,-0.032
1274.0,-0.033
1275.0,-0.033
1276.0,-0.033
1277.0,-0.034
1278.0,-0.034
1279.0,-0.035
1280.0,-0.035
1281.0,-0.035
1282.0,-0.036
1283.0,-0.037
1284.0,-0.037
1285.0,-0.038
1286.0,-0.038
1287.0,-0.039
1288.0,-0.040
1289.0,-0.040
1290.0,-0.041
1291.0,-0.042
1292.0,-0.042
1293.0,-0.043
1294.0,-0.044
1295.0,-0.045
1296.0,-0.045
1297.0,-0.046
1298.0,-0.047
1299.0,-0.048
1300.0,-0.049
1301.0,-0.050
1302.0,-0.052
1303.0,-0.053
1304.0,-0.053
1305.0,-0.054
1306.0,-0.055
1307.0,-0.057
1308.0,-0.058
1309.0,-0.059
1310.0,-0.061
1311.0,-0.062
1312.0,-0.063
1313.0,-0.064
1314.0,-0.066
1315.0,-0.068
1316.0,-0.070
1317.0,-0.071
1318.0,-0.073
1319.0,-0.073
1320.0,-0.075
1321.0,-0.076
1322.0,-0.078
1323.0,-0.081
1324.0,-0.082
1325.0,-0.083
1326.0,-0.084
1327.0,-0.086
1328.0,-0.088
1329.0,-0.089
1330.0,-0.091
1331.0,-0.092
1332.0,-0.093
1333.0,-0.093
1334.0,-0.094
1335.0,-0.095
1336.0,-0.096
1337.0,-0.097
1338.0,-0.098
1339.0,-0.100
1340.0,-0.102
1341.0,-0.104
1342.0,-0.105
1343.0,-0.108
1344.0,-0.111
1345.0,-0.113
1346.0,-0.113
1347.0,-0.113
1348.0,-0.113
1349.0,-0.114
1350.0,-0.113
1351.0,-0.114
1352.0,-0.115
1353.0,-0.120
1354.0,-0.117
1355.0,-0.116
1356.0,-0.114
1357.0,-0.119
1358.0,-0.120
1359.0,-0.113
1360.0,-0.111
1361.0,-0.112
1362.0,-0.120
1363.0,-0.121
1364.0,-0.123
1365.0,-0.126
1366.0,-0.131
1367.0,-0.131
1368.0,-0.127
1369.0,-0.119
1370.0,-0.131
1371.0,-0.129
1372.0,-0.137
1373.0,-0.123
1374.0,-0.144
1375.0,-0.143
1376.0,-0.149
1377.0,-0.127
1378.0,-0.151
1379.0,-0.143
1380.0,-0.111
1381.0,-0.127
1382.0,-0.226
1383.0,-0.247
1384.0,-0.163
1385.0,-0.025
1386.0,-0.015
1387.0,0.105
1388.0,0.138
1389.0,0.213
1390.0,0.126
1391.0,0.012
1392.0,-0.025
1393.0,0.036
1394.0,0.217
1395.0,0.243
1396.0,0.211
1397.0,0.388
1398.0,0.369
1399.0,0.327
1400.0,0.069
