Summary
[Data Information]
Data is:,Measurement Data
364.0,0.026
365.0,0.027
366.0,0.027
367.0,0.028
368.0,0.028
369.0,0.029
370.0,0.029
371.0,0.030
372.0,0.030
373.0,0.031
374.0,0.032
375.0,0.032
376.0,0.033
377.0,0.033
378.0,0.034
379.0,0.034
380.0,0.035
381.0,0.035
382.0,0.036
383.0,0.036
384.0,0.036
385.0,0.036
386.0,0.037
387.0,0.037
388.0,0.037
389.0,0.037
390.0,0.037
391.0,0.037
392.0,0.037
393.0,0.037
394.0,0.037
395.0,0.037
396.0,0.037
397.0,0.037
398.0,0.036
399.0,0.036
400.0,0.036
401.0,0.036
402.0,0.035
403.0,0.035
404.0,0.035
405.0,0.034
406.0,0.034
407.0,0.033
408.0,0.033
409.0,0.032
410.0,0.032
411.0,0.031
412.0,0.030
413.0,0.030
414.0,0.029
415.0,0.029
416.0,0.028
417.0,0.028
418.0,0.027
419.0,0.026
420.0,0.026
421.0,0.025
422.0,0.025
423.0,0.024
424.0,0.024
425.0,0.023
426.0,0.023
427.0,0.022
428.0,0.022
429.0,0.021
430.0,0.021
431.0,0.020
432.0,0.020
433.0,0.019
434.0,0.019
435.0,0.018
436.0,0.018
437.0,0.018
438.0,0.018
439.0,0.017
440.0,0.017
441.0,0.016
442.0,0.016
443.0,0.016
444.0,0.016
445.0,0.016
446.0,0.015
447.0,0.015
448.0,0.015
449.0,0.015
450.0,0.014
451.0,0.014
452.0,0.014
453.0,0.014
454.0,0.014
455.0,0.014
456.0,0.014
457.0,0.013
458.0,0.013
459.0,0.013
460.0,0.013
461.0,0.013
462.0,0.013
463.0,0.012
464.0,0.012
465.0,0.012
466.0,0.012
467.0,0.012
468.0,0.012
469.0,0.011
470.0,0.011
471.0,0.011
472.0,0.011
473.0,0.011
474.0,0.011
475.0,0.010
476.0,0.010
477.0,0.010
478.0,0.010
479.0,0.009
480.0,0.009
481.0,0.009
482.0,0.009
483.0,0.009
484.0,0.008
485.0,0.008
486.0,0.008
487.0,0.008
488.0,0.008
489.0,0.007
490.0,0.007
491.0,0.007
492.0,0.007
493.0,0.007
494.0,0.007
495.0,0.006
496.0,0.006
497.0,0.006
498.0,0.006
499.0,0.006
500.0,0.006
501.0,0.005
502.0,0.005
503.0,0.005
504.0,0.005
505.0,0.005
506.0,0.005
507.0,0.004
508.0,0.004
509.0,0.004
510.0,0.004
511.0,0.004
512.0,0.004
513.0,0.004
514.0,0.003
515.0,0.003
516.0,0.003
517.0,0.003
518.0,0.003
519.0,0.003
520.0,0.003
521.0,0.003
522.0,0.003
523.0,0.003
524.0,0.002
525.0,0.002
526.0,0.002
527.0,0.002
528.0,0.002
529.0,0.002
530.0,0.002
531.0,0.002
532.0,0.002
533.0,0.002
534.0,0.002
535.0,0.002
536.0,0.002
537.0,0.002
538.0,0.002
539.0,0.002
540.0,0.002
541.0,0.002
542.0,0.002
543.0,0.002
544.0,0.002
545.0,0.001
546.0,0.002
547.0,0.002
548.0,0.002
549.0,0.002
550.0,0.001
551.0,0.001
552.0,0.001
553.0,0.001
554.0,0.001
555.0,0.001
556.0,0.001
557.0,0.001
558.0,0.001
559.0,0.001
560.0,0.001
561.0,0.001
562.0,0.001
563.0,0.001
564.0,0.001
565.0,0.001
566.0,0.001
567.0,0.001
568.0,0.001
569.0,0.000
570.0,0.000
571.0,0.000
572.0,0.000
573.0,0.000
574.0,-0.000
575.0,-0.000
576.0,-0.000
577.0,-0.000
578.0,-0.000
579.0,-0.000
580.0,-0.000
581.0,-0.000
582.0,-0.000
583.0,-0.001
584.0,-0.001
585.0,-0.001
586.0,-0.001
587.0,-0.001
588.0,-0.001
589.0,-0.001
590.0,-0.001
591.0,-0.001
592.0,-0.001
593.0,-0.001
594.0,-0.001
595.0,-0.001
596.0,-0.001
597.0,-0.001
598.0,-0.001
599.0,-0.001
600.0,-0.001
601.0,-0.001
602.0,-0.001
603.0,-0.001
604.0,-0.001
605.0,-0.001
606.0,-0.001
607.0,-0.001
608.0,-0.001
609.0,-0.001
610.0,-0.001
611.0,-0.001
612.0,-0.001
613.0,-0.001
614.0,-0.001
615.0,-0.001
616.0,-0.001
617.0,-0.001
618.0,-0.001
619.0,-0.001
620.0,-0.001
621.0,-0.001
622.0,-0.001
623.0,-0.001
624.0,-0.001
625.0,-0.002
626.0,-0.002
627.0,-0.002
628.0,-0.001
629.0,-0.001
630.0,-0.002
631.0,-0.002
632.0,-0.002
633.0,-0.002
634.0,-0.002
635.0,-0.002
636.0,-0.002
637.0,-0.002
638.0,-0.002
639.0,-0.002
640.0,-0.002
641.0,-0.002
642.0,-0.002
643.0,-0.002
644.0,-0.002
645.0,-0.002
646.0,-0.002
647.0,-0.002
648.0,-0.002
649.0,-0.002
650.0,-0.002
651.0,-0.002
652.0,-0.002
653.0,-0.002
654.0,-0.002
655.0,-0.002
656.0,-0.002
657.0,-0.002
658.0,-0.002
659.0,-0.002
660.0,-0.002
661.0,-0.002
662.0,-0.002
663.0,-0.002
664.0,-0.002
665.0,-0.002
666.0,-0.002
667.0,-0.002
668.0,-0.002
669.0,-0.002
670.0,-0.002
671.0,-0.002
672.0,-0.002
673.0,-0.002
674.0,-0.002
675.0,-0.002
676.0,-0.002
677.0,-0.002
678.0,-0.002
679.0,-0.002
680.0,-0.002
681.0,-0.002
682.0,-0.002
683.0,-0.002
684.0,-0.002
685.0,-0.002
686.0,-0.002
687.0,-0.002
688.0,-0.003
689.0,-0.003
690.0,-0.003
691.0,-0.003
692.0,-0.003
693.0,-0.003
694.0,-0.003
695.0,-0.003
696.0,-0.003
697.0,-0.003
698.0,-0.003
699.0,-0.003
700.0,-0.003
701.0,-0.003
702.0,-0.003
703.0,-0.003
704.0,-0.003
705.0,-0.003
706.0,-0.003
707.0,-0.003
708.0,-0.003
709.0,-0.003
710.0,-0.003
711.0,-0.003
712.0,-0.003
713.0,-0.003
714.0,-0.003
715.0,-0.003
716.0,-0.003
717.0,-0.003
718.0,-0.003
719.0,-0.003
720.0,-0.003
721.0,-0.003
722.0,-0.003
723.0,-0.003
724.0,-0.003
725.0,-0.003
726.0,-0.003
727.0,-0.003
728.0,-0.003
729.0,-0.003
730.0,-0.004
731.0,-0.004
732.0,-0.004
733.0,-0.004
734.0,-0.004
735.0,-0.004
736.0,-0.004
737.0,-0.004
738.0,-0.004
739.0,-0.004
740.0,-0.004
741.0,-0.004
742.0,-0.004
743.0,-0.004
744.0,-0.004
745.0,-0.004
746.0,-0.004
747.0,-0.004
748.0,-0.004
749.0,-0.004
750.0,-0.004
751.0,-0.004
752.0,-0.004
753.0,-0.004
754.0,-0.004
755.0,-0.004
756.0,-0.004
757.0,-0.004
758.0,-0.004
759.0,-0.004
760.0,-0.004
761.0,-0.004
762.0,-0.004
763.0,-0.004
764.0,-0.004
765.0,-0.004
766.0,-0.004
767.0,-0.004
768.0,-0.004
769.0,-0.004
770.0,-0.005
771.0,-0.004
772.0,-0.004
773.0,-0.005
774.0,-0.005
775.0,-0.005
776.0,-0.005
777.0,-0.005
778.0,-0.005
779.0,-0.005
780.0,-0.005
781.0,-0.005
782.0,-0.005
783.0,-0.005
784.0,-0.005
785.0,-0.005
786.0,-0.005
787.0,-0.005
788.0,-0.005
789.0,-0.005
790.0,-0.005
791.0,-0.005
792.0,-0.004
793.0,-0.005
794.0,-0.004
795.0,-0.005
796.0,-0.005
797.0,-0.004
798.0,-0.004
799.0,-0.005
800.0,-0.004
