Summary
[Data Information]
Data is:,Measurement Data
441.0,0.644
442.0,0.643
443.0,0.642
444.0,0.642
445.0,0.641
446.0,0.640
447.0,0.639
448.0,0.639
449.0,0.638
450.0,0.638
451.0,0.637
452.0,0.637
453.0,0.636
454.0,0.636
455.0,0.636
456.0,0.636
457.0,0.635
458.0,0.635
459.0,0.635
460.0,0.636
461.0,0.636
462.0,0.636
463.0,0.637
464.0,0.637
465.0,0.638
466.0,0.639
467.0,0.640
468.0,0.641
469.0,0.642
470.0,0.644
471.0,0.645
472.0,0.647
473.0,0.648
474.0,0.650
475.0,0.653
476.0,0.656
477.0,0.659
478.0,0.661
479.0,0.664
480.0,0.668
481.0,0.672
482.0,0.676
483.0,0.680
484.0,0.684
485.0,0.689
486.0,0.694
487.0,0.700
488.0,0.705
489.0,0.711
490.0,0.716
491.0,0.723
492.0,0.729
493.0,0.737
494.0,0.744
495.0,0.751
496.0,0.758
497.0,0.766
498.0,0.773
499.0,0.781
500.0,0.789
501.0,0.797
502.0,0.804
503.0,0.812
504.0,0.820
505.0,0.827
506.0,0.833
507.0,0.840
508.0,0.847
509.0,0.853
510.0,0.859
511.0,0.865
512.0,0.871
513.0,0.876
514.0,0.881
515.0,0.884
516.0,0.887
517.0,0.891
518.0,0.894
519.0,0.897
520.0,0.900
521.0,0.902
522.0,0.903
523.0,0.904
524.0,0.904
525.0,0.905
526.0,0.904
527.0,0.903
528.0,0.902
529.0,0.900
530.0,0.899
531.0,0.896
532.0,0.893
533.0,0.890
534.0,0.887
535.0,0.882
536.0,0.877
537.0,0.872
538.0,0.867
539.0,0.862
540.0,0.856
541.0,0.849
542.0,0.843
543.0,0.837
544.0,0.829
545.0,0.821
546.0,0.813
547.0,0.805
548.0,0.796
549.0,0.788
550.0,0.779
551.0,0.769
552.0,0.759
553.0,0.750
554.0,0.740
555.0,0.731
556.0,0.721
557.0,0.711
558.0,0.702
559.0,0.692
560.0,0.682
561.0,0.672
562.0,0.661
563.0,0.650
564.0,0.639
565.0,0.629
566.0,0.618
567.0,0.608
568.0,0.598
569.0,0.587
570.0,0.577
571.0,0.567
572.0,0.557
573.0,0.547
574.0,0.538
575.0,0.529
576.0,0.520
577.0,0.512
578.0,0.503
579.0,0.495
580.0,0.486
581.0,0.478
582.0,0.470
583.0,0.462
584.0,0.455
585.0,0.448
586.0,0.441
587.0,0.434
588.0,0.427
589.0,0.421
590.0,0.414
591.0,0.408
592.0,0.402
593.0,0.396
594.0,0.391
595.0,0.386
596.0,0.381
597.0,0.375
598.0,0.371
599.0,0.366
600.0,0.362
601.0,0.358
602.0,0.354
603.0,0.350
604.0,0.347
605.0,0.343
606.0,0.340
607.0,0.336
608.0,0.333
609.0,0.330
610.0,0.327
611.0,0.324
612.0,0.322
613.0,0.319
614.0,0.317
615.0,0.314
616.0,0.313
617.0,0.311
618.0,0.309
619.0,0.307
620.0,0.306
621.0,0.305
622.0,0.303
623.0,0.302
624.0,0.301
625.0,0.299
626.0,0.298
627.0,0.298
628.0,0.297
629.0,0.297
630.0,0.296
631.0,0.296
632.0,0.295
633.0,0.295
634.0,0.294
635.0,0.294
636.0,0.294
637.0,0.295
638.0,0.295
639.0,0.295
640.0,0.295
641.0,0.296
642.0,0.296
643.0,0.297
644.0,0.298
645.0,0.299
646.0,0.300
647.0,0.301
648.0,0.302
649.0,0.303
650.0,0.304
651.0,0.306
652.0,0.307
653.0,0.309
654.0,0.310
655.0,0.312
656.0,0.314
657.0,0.316
658.0,0.318
659.0,0.320
660.0,0.322
661.0,0.325
662.0,0.327
663.0,0.330
664.0,0.332
665.0,0.335
666.0,0.338
667.0,0.341
668.0,0.344
669.0,0.347
670.0,0.350
671.0,0.353
672.0,0.357
673.0,0.361
674.0,0.364
675.0,0.368
676.0,0.372
677.0,0.376
678.0,0.380
679.0,0.384
680.0,0.389
681.0,0.393
682.0,0.398
683.0,0.403
684.0,0.408
685.0,0.413
686.0,0.418
687.0,0.423
688.0,0.429
689.0,0.434
690.0,0.440
691.0,0.445
692.0,0.451
693.0,0.457
694.0,0.464
695.0,0.470
696.0,0.477
697.0,0.483
698.0,0.490
699.0,0.498
700.0,0.505
701.0,0.512
702.0,0.520
703.0,0.528
704.0,0.535
705.0,0.543
706.0,0.551
707.0,0.559
708.0,0.567
709.0,0.575
710.0,0.584
711.0,0.593
712.0,0.602
713.0,0.610
714.0,0.619
715.0,0.629
716.0,0.638
717.0,0.648
718.0,0.658
719.0,0.667
720.0,0.677
721.0,0.687
722.0,0.697
723.0,0.708
724.0,0.718
725.0,0.729
726.0,0.740
727.0,0.751
728.0,0.762
729.0,0.773
730.0,0.783
731.0,0.794
732.0,0.805
733.0,0.816
734.0,0.826
735.0,0.838
736.0,0.850
737.0,0.860
738.0,0.872
739.0,0.883
740.0,0.896
741.0,0.907
742.0,0.919
743.0,0.929
744.0,0.941
745.0,0.952
746.0,0.963
747.0,0.973
748.0,0.984
749.0,0.995
750.0,1.006
751.0,1.017
752.0,1.029
753.0,1.039
754.0,1.050
755.0,1.059
756.0,1.069
757.0,1.078
758.0,1.089
759.0,1.099
760.0,1.109
761.0,1.120
762.0,1.129
763.0,1.139
764.0,1.147
765.0,1.156
766.0,1.164
767.0,1.172
768.0,1.181
769.0,1.189
770.0,1.196
771.0,1.203
772.0,1.209
773.0,1.215
774.0,1.221
775.0,1.228
776.0,1.234
777.0,1.238
778.0,1.243
779.0,1.248
780.0,1.253
781.0,1.258
782.0,1.263
783.0,1.267
784.0,1.272
785.0,1.273
786.0,1.276
787.0,1.276
788.0,1.280
789.0,1.283
790.0,1.285
791.0,1.285
792.0,1.285
793.0,1.284
794.0,1.285
795.0,1.287
796.0,1.286
797.0,1.285
798.0,1.282
799.0,1.281
800.0,1.279
801.0,1.277
802.0,1.276
803.0,1.274
804.0,1.272
805.0,1.268
806.0,1.263
807.0,1.259
808.0,1.255
809.0,1.250
810.0,1.245
811.0,1.239
812.0,1.234
813.0,1.229
814.0,1.223
815.0,1.216
816.0,1.211
817.0,1.207
818.0,1.202
819.0,1.194
820.0,1.184
821.0,1.175
822.0,1.166
823.0,1.159
824.0,1.151
825.0,1.144
826.0,1.133
827.0,1.123
828.0,1.113
829.0,1.105
830.0,1.097
831.0,1.087
832.0,1.078
833.0,1.067
834.0,1.055
835.0,1.045
836.0,1.037
837.0,1.029
838.0,1.019
839.0,1.007
840.0,0.996
841.0,0.986
842.0,0.977
843.0,0.967
844.0,0.956
845.0,0.946
846.0,0.938
847.0,0.928
848.0,0.918
849.0,0.906
850.0,0.896
851.0,0.885
852.0,0.876
853.0,0.867
854.0,0.857
855.0,0.849
856.0,0.840
857.0,0.830
858.0,0.820
859.0,0.809
860.0,0.798
861.0,0.787
862.0,0.777
863.0,0.768
864.0,0.759
865.0,0.750
866.0,0.739
867.0,0.729
868.0,0.719
869.0,0.710
870.0,0.701
871.0,0.693
872.0,0.683
873.0,0.673
874.0,0.663
875.0,0.655
876.0,0.646
877.0,0.638
878.0,0.629
879.0,0.620
880.0,0.611
881.0,0.602
882.0,0.594
883.0,0.586
884.0,0.577
885.0,0.569
886.0,0.561
887.0,0.552
888.0,0.545
889.0,0.536
890.0,0.528
891.0,0.520
892.0,0.513
893.0,0.506
894.0,0.499
895.0,0.492
896.0,0.485
897.0,0.478
898.0,0.471
899.0,0.464
900.0,0.457
901.0,0.450
902.0,0.443
903.0,0.437
904.0,0.430
905.0,0.423
906.0,0.417
907.0,0.411
908.0,0.405
909.0,0.399
910.0,0.393
911.0,0.387
912.0,0.382
913.0,0.376
914.0,0.371
915.0,0.365
916.0,0.360
917.0,0.355
918.0,0.349
919.0,0.344
920.0,0.339
921.0,0.334
922.0,0.329
923.0,0.324
924.0,0.319
925.0,0.315
926.0,0.310
927.0,0.305
928.0,0.301
929.0,0.297
930.0,0.292
931.0,0.288
932.0,0.284
933.0,0.280
934.0,0.275
935.0,0.271
936.0,0.267
937.0,0.264
938.0,0.260
939.0,0.256
940.0,0.251
941.0,0.248
942.0,0.244
943.0,0.240
944.0,0.236
945.0,0.233
946.0,0.229
947.0,0.226
948.0,0.223
949.0,0.220
950.0,0.216
951.0,0.213
952.0,0.210
953.0,0.207
954.0,0.204
955.0,0.201
956.0,0.198
957.0,0.195
958.0,0.192
959.0,0.190
960.0,0.187
961.0,0.184
962.0,0.182
963.0,0.179
964.0,0.176
965.0,0.174
966.0,0.172
967.0,0.169
968.0,0.167
969.0,0.165
970.0,0.162
971.0,0.160
972.0,0.158
973.0,0.156
974.0,0.154
975.0,0.152
976.0,0.150
977.0,0.148
978.0,0.146
979.0,0.144
980.0,0.142
981.0,0.140
982.0,0.138
983.0,0.136
984.0,0.135
985.0,0.133
986.0,0.131
987.0,0.129
988.0,0.128
989.0,0.126
990.0,0.124
991.0,0.123
992.0,0.121
993.0,0.120
994.0,0.119
995.0,0.117
996.0,0.116
997.0,0.115
998.0,0.113
999.0,0.112
1000.0,0.110
1001.0,0.109
1002.0,0.108
1003.0,0.107
1004.0,0.106
1005.0,0.104
1006.0,0.103
1007.0,0.102
1008.0,0.101
1009.0,0.100
1010.0,0.099
1011.0,0.098
1012.0,0.097
1013.0,0.096
1014.0,0.095
1015.0,0.094
1016.0,0.093
1017.0,0.092
1018.0,0.091
1019.0,0.090
1020.0,0.089
1021.0,0.088
1022.0,0.087
1023.0,0.087
1024.0,0.086
1025.0,0.085
1026.0,0.084
1027.0,0.083
1028.0,0.082
1029.0,0.082
1030.0,0.081
1031.0,0.080
1032.0,0.079
1033.0,0.079
1034.0,0.078
1035.0,0.077
1036.0,0.077
1037.0,0.076
1038.0,0.075
1039.0,0.074
1040.0,0.074
1041.0,0.073
1042.0,0.073
1043.0,0.072
1044.0,0.072
1045.0,0.071
1046.0,0.070
1047.0,0.069
1048.0,0.069
1049.0,0.068
1050.0,0.068
1051.0,0.067
1052.0,0.067
1053.0,0.066
1054.0,0.065
1055.0,0.065
1056.0,0.064
1057.0,0.064
1058.0,0.063
1059.0,0.063
1060.0,0.062
1061.0,0.062
1062.0,0.061
1063.0,0.061
1064.0,0.060
1065.0,0.060
1066.0,0.059
1067.0,0.058
1068.0,0.058
1069.0,0.057
1070.0,0.057
1071.0,0.056
1072.0,0.056
1073.0,0.056
1074.0,0.055
1075.0,0.055
1076.0,0.054
1077.0,0.054
1078.0,0.054
1079.0,0.053
1080.0,0.053
1081.0,0.052
1082.0,0.052
1083.0,0.051
1084.0,0.051
1085.0,0.051
1086.0,0.050
1087.0,0.049
1088.0,0.049
1089.0,0.049
1090.0,0.049
1091.0,0.048
1092.0,0.048
1093.0,0.047
1094.0,0.047
1095.0,0.046
1096.0,0.046
1097.0,0.046
1098.0,0.045
1099.0,0.045
1100.0,0.045
1101.0,0.044
1102.0,0.044
1103.0,0.044
1104.0,0.043
1105.0,0.043
1106.0,0.043
1107.0,0.042
1108.0,0.042
1109.0,0.042
1110.0,0.042
1111.0,0.041
1112.0,0.041
1113.0,0.041
1114.0,0.040
1115.0,0.040
1116.0,0.040
1117.0,0.040
1118.0,0.039
1119.0,0.039
1120.0,0.039
1121.0,0.039
1122.0,0.039
1123.0,0.038
1124.0,0.038
1125.0,0.038
1126.0,0.037
1127.0,0.037
1128.0,0.036
1129.0,0.036
1130.0,0.036
1131.0,0.036
1132.0,0.036
1133.0,0.035
1134.0,0.035
1135.0,0.034
1136.0,0.034
1137.0,0.033
1138.0,0.033
1139.0,0.033
1140.0,0.033
1141.0,0.032
1142.0,0.032
1143.0,0.031
1144.0,0.031
1145.0,0.031
1146.0,0.030
1147.0,0.030
1148.0,0.030
1149.0,0.031
1150.0,0.030
1151.0,0.030
1152.0,0.030
1153.0,0.030
1154.0,0.030
1155.0,0.030
1156.0,0.030
1157.0,0.029
1158.0,0.029
1159.0,0.029
1160.0,0.029
1161.0,0.029
1162.0,0.029
1163.0,0.028
1164.0,0.028
1165.0,0.027
1166.0,0.027
1167.0,0.026
1168.0,0.026
1169.0,0.026
1170.0,0.025
1171.0,0.025
1172.0,0.025
1173.0,0.025
1174.0,0.024
1175.0,0.024
1176.0,0.023
1177.0,0.023
1178.0,0.023
1179.0,0.023
1180.0,0.023
1181.0,0.023
1182.0,0.023
1183.0,0.023
1184.0,0.023
1185.0,0.024
1186.0,0.024
1187.0,0.024
1188.0,0.024
1189.0,0.024
1190.0,0.024
1191.0,0.024
1192.0,0.024
1193.0,0.024
1194.0,0.024
1195.0,0.024
1196.0,0.024
1197.0,0.025
1198.0,0.025
1199.0,0.025
1200.0,0.025
1201.0,0.025
1202.0,0.026
1203.0,0.027
1204.0,0.028
1205.0,0.028
1206.0,0.028
1207.0,0.028
1208.0,0.028
1209.0,0.028
1210.0,0.028
1211.0,0.028
1212.0,0.028
1213.0,0.028
1214.0,0.027
1215.0,0.027
1216.0,0.026
1217.0,0.025
1218.0,0.023
1219.0,0.022
1220.0,0.022
1221.0,0.021
1222.0,0.019
1223.0,0.018
1224.0,0.017
1225.0,0.016
1226.0,0.015
1227.0,0.013
1228.0,0.013
1229.0,0.012
1230.0,0.012
1231.0,0.011
1232.0,0.010
1233.0,0.009
1234.0,0.009
1235.0,0.008
1236.0,0.007
1237.0,0.007
1238.0,0.007
1239.0,0.007
1240.0,0.006
1241.0,0.006
1242.0,0.006
1243.0,0.005
1244.0,0.005
1245.0,0.006
1246.0,0.005
1247.0,0.005
1248.0,0.005
1249.0,0.004
1250.0,0.004
1251.0,0.004
1252.0,0.004
1253.0,0.003
1254.0,0.003
1255.0,0.003
1256.0,0.003
1257.0,0.003
1258.0,0.003
1259.0,0.003
1260.0,0.003
1261.0,0.003
1262.0,0.002
1263.0,0.002
1264.0,0.003
1265.0,0.002
1266.0,0.002
1267.0,0.002
1268.0,0.002
1269.0,0.002
1270.0,0.002
1271.0,0.002
1272.0,0.002
1273.0,0.002
1274.0,0.002
1275.0,0.001
1276.0,0.001
1277.0,0.001
1278.0,0.001
1279.0,0.001
1280.0,0.000
1281.0,0.001
1282.0,0.001
1283.0,0.000
1284.0,0.000
1285.0,0.000
1286.0,0.000
1287.0,0.000
1288.0,-0.000
1289.0,-0.000
1290.0,-0.001
1291.0,-0.001
1292.0,-0.001
1293.0,-0.002
1294.0,-0.002
1295.0,-0.002
1296.0,-0.002
1297.0,-0.003
1298.0,-0.003
1299.0,-0.003
1300.0,-0.002
