Summary
[Data Information]
Data is:,Measurement Data
441.0,0.620
442.0,0.620
443.0,0.618
444.0,0.617
445.0,0.617
446.0,0.616
447.0,0.615
448.0,0.615
449.0,0.614
450.0,0.614
451.0,0.613
452.0,0.613
453.0,0.612
454.0,0.612
455.0,0.612
456.0,0.612
457.0,0.611
458.0,0.611
459.0,0.611
460.0,0.612
461.0,0.612
462.0,0.612
463.0,0.612
464.0,0.613
465.0,0.614
466.0,0.614
467.0,0.615
468.0,0.617
469.0,0.618
470.0,0.619
471.0,0.620
472.0,0.622
473.0,0.624
474.0,0.626
475.0,0.628
476.0,0.630
477.0,0.632
478.0,0.635
479.0,0.638
480.0,0.642
481.0,0.645
482.0,0.649
483.0,0.653
484.0,0.657
485.0,0.662
486.0,0.667
487.0,0.672
488.0,0.677
489.0,0.683
490.0,0.688
491.0,0.694
492.0,0.701
493.0,0.708
494.0,0.715
495.0,0.721
496.0,0.728
497.0,0.735
498.0,0.743
499.0,0.751
500.0,0.758
501.0,0.766
502.0,0.774
503.0,0.781
504.0,0.788
505.0,0.795
506.0,0.802
507.0,0.809
508.0,0.815
509.0,0.821
510.0,0.826
511.0,0.832
512.0,0.837
513.0,0.842
514.0,0.846
515.0,0.851
516.0,0.854
517.0,0.858
518.0,0.861
519.0,0.863
520.0,0.865
521.0,0.867
522.0,0.869
523.0,0.870
524.0,0.870
525.0,0.870
526.0,0.869
527.0,0.869
528.0,0.868
529.0,0.866
530.0,0.864
531.0,0.861
532.0,0.859
533.0,0.856
534.0,0.853
535.0,0.849
536.0,0.844
537.0,0.840
538.0,0.835
539.0,0.830
540.0,0.824
541.0,0.818
542.0,0.812
543.0,0.805
544.0,0.798
545.0,0.791
546.0,0.783
547.0,0.775
548.0,0.767
549.0,0.759
550.0,0.750
551.0,0.741
552.0,0.732
553.0,0.723
554.0,0.714
555.0,0.705
556.0,0.696
557.0,0.686
558.0,0.677
559.0,0.667
560.0,0.658
561.0,0.648
562.0,0.637
563.0,0.627
564.0,0.617
565.0,0.606
566.0,0.596
567.0,0.586
568.0,0.576
569.0,0.565
570.0,0.555
571.0,0.546
572.0,0.536
573.0,0.527
574.0,0.517
575.0,0.508
576.0,0.500
577.0,0.491
578.0,0.483
579.0,0.475
580.0,0.466
581.0,0.458
582.0,0.451
583.0,0.443
584.0,0.436
585.0,0.428
586.0,0.422
587.0,0.415
588.0,0.408
589.0,0.402
590.0,0.396
591.0,0.389
592.0,0.383
593.0,0.377
594.0,0.372
595.0,0.367
596.0,0.362
597.0,0.357
598.0,0.353
599.0,0.348
600.0,0.344
601.0,0.339
602.0,0.335
603.0,0.332
604.0,0.328
605.0,0.325
606.0,0.322
607.0,0.319
608.0,0.315
609.0,0.312
610.0,0.309
611.0,0.306
612.0,0.303
613.0,0.301
614.0,0.299
615.0,0.296
616.0,0.294
617.0,0.293
618.0,0.291
619.0,0.289
620.0,0.288
621.0,0.286
622.0,0.284
623.0,0.283
624.0,0.282
625.0,0.281
626.0,0.280
627.0,0.279
628.0,0.278
629.0,0.278
630.0,0.277
631.0,0.277
632.0,0.276
633.0,0.275
634.0,0.275
635.0,0.275
636.0,0.275
637.0,0.275
638.0,0.275
639.0,0.275
640.0,0.275
641.0,0.276
642.0,0.276
643.0,0.277
644.0,0.277
645.0,0.278
646.0,0.278
647.0,0.279
648.0,0.280
649.0,0.281
650.0,0.282
651.0,0.283
652.0,0.285
653.0,0.286
654.0,0.288
655.0,0.289
656.0,0.291
657.0,0.292
658.0,0.294
659.0,0.296
660.0,0.298
661.0,0.300
662.0,0.302
663.0,0.305
664.0,0.307
665.0,0.310
666.0,0.312
667.0,0.314
668.0,0.317
669.0,0.320
670.0,0.322
671.0,0.325
672.0,0.329
673.0,0.332
674.0,0.336
675.0,0.339
676.0,0.342
677.0,0.346
678.0,0.349
679.0,0.353
680.0,0.357
681.0,0.361
682.0,0.366
683.0,0.370
684.0,0.374
685.0,0.379
686.0,0.384
687.0,0.388
688.0,0.393
689.0,0.397
690.0,0.403
691.0,0.408
692.0,0.413
693.0,0.418
694.0,0.424
695.0,0.430
696.0,0.436
697.0,0.442
698.0,0.448
699.0,0.455
700.0,0.462
701.0,0.468
702.0,0.475
703.0,0.482
704.0,0.489
705.0,0.496
706.0,0.503
707.0,0.510
708.0,0.518
709.0,0.525
710.0,0.533
711.0,0.541
712.0,0.549
713.0,0.557
714.0,0.565
715.0,0.574
716.0,0.582
717.0,0.591
718.0,0.600
719.0,0.609
720.0,0.618
721.0,0.628
722.0,0.637
723.0,0.647
724.0,0.656
725.0,0.666
726.0,0.676
727.0,0.686
728.0,0.696
729.0,0.705
730.0,0.715
731.0,0.725
732.0,0.736
733.0,0.746
734.0,0.757
735.0,0.767
736.0,0.778
737.0,0.789
738.0,0.800
739.0,0.811
740.0,0.821
741.0,0.832
742.0,0.843
743.0,0.854
744.0,0.866
745.0,0.878
746.0,0.890
747.0,0.901
748.0,0.911
749.0,0.922
750.0,0.933
751.0,0.945
752.0,0.957
753.0,0.966
754.0,0.976
755.0,0.986
756.0,0.997
757.0,1.009
758.0,1.019
759.0,1.030
760.0,1.041
761.0,1.052
762.0,1.062
763.0,1.072
764.0,1.082
765.0,1.091
766.0,1.100
767.0,1.110
768.0,1.119
769.0,1.130
770.0,1.138
771.0,1.147
772.0,1.154
773.0,1.163
774.0,1.171
775.0,1.179
776.0,1.187
777.0,1.195
778.0,1.202
779.0,1.210
780.0,1.218
781.0,1.224
782.0,1.229
783.0,1.234
784.0,1.240
785.0,1.247
786.0,1.253
787.0,1.258
788.0,1.263
789.0,1.266
790.0,1.271
791.0,1.276
792.0,1.278
793.0,1.280
794.0,1.281
795.0,1.283
796.0,1.283
797.0,1.287
798.0,1.288
799.0,1.290
800.0,1.289
801.0,1.290
802.0,1.290
803.0,1.290
804.0,1.288
805.0,1.286
806.0,1.284
807.0,1.283
808.0,1.282
809.0,1.279
810.0,1.278
811.0,1.274
812.0,1.272
813.0,1.266
814.0,1.261
815.0,1.257
816.0,1.255
817.0,1.251
818.0,1.246
819.0,1.238
820.0,1.233
821.0,1.224
822.0,1.216
823.0,1.209
824.0,1.201
825.0,1.194
826.0,1.186
827.0,1.179
828.0,1.170
829.0,1.160
830.0,1.152
831.0,1.145
832.0,1.136
833.0,1.126
834.0,1.115
835.0,1.107
836.0,1.096
837.0,1.085
838.0,1.073
839.0,1.065
840.0,1.055
841.0,1.049
842.0,1.040
843.0,1.030
844.0,1.020
845.0,1.010
846.0,1.000
847.0,0.988
848.0,0.977
849.0,0.967
850.0,0.958
851.0,0.948
852.0,0.938
853.0,0.928
854.0,0.918
855.0,0.908
856.0,0.898
857.0,0.888
858.0,0.876
859.0,0.866
860.0,0.856
861.0,0.848
862.0,0.838
863.0,0.827
864.0,0.816
865.0,0.807
866.0,0.797
867.0,0.787
868.0,0.777
869.0,0.766
870.0,0.756
871.0,0.746
872.0,0.736
873.0,0.727
874.0,0.717
875.0,0.706
876.0,0.697
877.0,0.688
878.0,0.679
879.0,0.670
880.0,0.660
881.0,0.651
882.0,0.643
883.0,0.634
884.0,0.625
885.0,0.616
886.0,0.607
887.0,0.598
888.0,0.590
889.0,0.582
890.0,0.574
891.0,0.565
892.0,0.557
893.0,0.549
894.0,0.542
895.0,0.534
896.0,0.526
897.0,0.519
898.0,0.511
899.0,0.504
900.0,0.496
901.0,0.489
902.0,0.481
903.0,0.474
904.0,0.467
905.0,0.460
906.0,0.453
907.0,0.447
908.0,0.440
909.0,0.434
910.0,0.428
911.0,0.422
912.0,0.415
913.0,0.409
914.0,0.403
915.0,0.397
916.0,0.391
917.0,0.385
918.0,0.380
919.0,0.374
920.0,0.369
921.0,0.363
922.0,0.358
923.0,0.352
924.0,0.347
925.0,0.342
926.0,0.337
927.0,0.332
928.0,0.327
929.0,0.323
930.0,0.318
931.0,0.313
932.0,0.308
933.0,0.304
934.0,0.300
935.0,0.296
936.0,0.291
937.0,0.287
938.0,0.282
939.0,0.278
940.0,0.273
941.0,0.269
942.0,0.265
943.0,0.261
944.0,0.257
945.0,0.253
946.0,0.250
947.0,0.246
948.0,0.242
949.0,0.238
950.0,0.235
951.0,0.232
952.0,0.228
953.0,0.224
954.0,0.221
955.0,0.218
956.0,0.215
957.0,0.212
958.0,0.209
959.0,0.206
960.0,0.203
961.0,0.200
962.0,0.197
963.0,0.194
964.0,0.191
965.0,0.188
966.0,0.186
967.0,0.183
968.0,0.181
969.0,0.178
970.0,0.176
971.0,0.173
972.0,0.171
973.0,0.169
974.0,0.166
975.0,0.164
976.0,0.162
977.0,0.159
978.0,0.157
979.0,0.155
980.0,0.153
981.0,0.151
982.0,0.149
983.0,0.147
984.0,0.145
985.0,0.143
986.0,0.141
987.0,0.139
988.0,0.137
989.0,0.136
990.0,0.134
991.0,0.132
992.0,0.131
993.0,0.129
994.0,0.127
995.0,0.126
996.0,0.124
997.0,0.123
998.0,0.121
999.0,0.119
1000.0,0.118
1001.0,0.116
1002.0,0.115
1003.0,0.114
1004.0,0.113
1005.0,0.111
1006.0,0.110
1007.0,0.109
1008.0,0.108
1009.0,0.106
1010.0,0.105
1011.0,0.104
1012.0,0.103
1013.0,0.102
1014.0,0.101
1015.0,0.100
1016.0,0.099
1017.0,0.098
1018.0,0.096
1019.0,0.095
1020.0,0.094
1021.0,0.093
1022.0,0.093
1023.0,0.092
1024.0,0.091
1025.0,0.090
1026.0,0.089
1027.0,0.088
1028.0,0.087
1029.0,0.086
1030.0,0.086
1031.0,0.085
1032.0,0.084
1033.0,0.083
1034.0,0.082
1035.0,0.082
1036.0,0.081
1037.0,0.080
1038.0,0.079
1039.0,0.079
1040.0,0.078
1041.0,0.077
1042.0,0.077
1043.0,0.076
1044.0,0.075
1045.0,0.075
1046.0,0.074
1047.0,0.073
1048.0,0.073
1049.0,0.072
1050.0,0.072
1051.0,0.071
1052.0,0.070
1053.0,0.070
1054.0,0.069
1055.0,0.068
1056.0,0.068
1057.0,0.067
1058.0,0.066
1059.0,0.066
1060.0,0.066
1061.0,0.065
1062.0,0.065
1063.0,0.064
1064.0,0.064
1065.0,0.063
1066.0,0.062
1067.0,0.062
1068.0,0.061
1069.0,0.061
1070.0,0.060
1071.0,0.060
1072.0,0.059
1073.0,0.059
1074.0,0.058
1075.0,0.058
1076.0,0.057
1077.0,0.057
1078.0,0.057
1079.0,0.056
1080.0,0.056
1081.0,0.055
1082.0,0.055
1083.0,0.054
1084.0,0.054
1085.0,0.053
1086.0,0.053
1087.0,0.052
1088.0,0.052
1089.0,0.051
1090.0,0.051
1091.0,0.050
1092.0,0.050
1093.0,0.050
1094.0,0.050
1095.0,0.049
1096.0,0.049
1097.0,0.048
1098.0,0.048
1099.0,0.048
1100.0,0.047
1101.0,0.047
1102.0,0.046
1103.0,0.046
1104.0,0.046
1105.0,0.045
1106.0,0.045
1107.0,0.045
1108.0,0.044
1109.0,0.044
1110.0,0.044
1111.0,0.044
1112.0,0.043
1113.0,0.043
1114.0,0.043
1115.0,0.042
1116.0,0.042
1117.0,0.042
1118.0,0.042
1119.0,0.042
1120.0,0.041
1121.0,0.041
1122.0,0.041
1123.0,0.040
1124.0,0.040
1125.0,0.040
1126.0,0.039
1127.0,0.039
1128.0,0.039
1129.0,0.039
1130.0,0.038
1131.0,0.038
1132.0,0.038
1133.0,0.038
1134.0,0.037
1135.0,0.037
1136.0,0.036
1137.0,0.036
1138.0,0.036
1139.0,0.036
1140.0,0.035
1141.0,0.035
1142.0,0.035
1143.0,0.034
1144.0,0.034
1145.0,0.034
1146.0,0.034
1147.0,0.033
1148.0,0.033
1149.0,0.033
1150.0,0.034
1151.0,0.034
1152.0,0.033
1153.0,0.033
1154.0,0.033
1155.0,0.033
1156.0,0.033
1157.0,0.032
1158.0,0.032
1159.0,0.032
1160.0,0.032
1161.0,0.032
1162.0,0.032
1163.0,0.031
1164.0,0.031
1165.0,0.030
1166.0,0.029
1167.0,0.029
1168.0,0.029
1169.0,0.028
1170.0,0.028
1171.0,0.028
1172.0,0.028
1173.0,0.027
1174.0,0.027
1175.0,0.026
1176.0,0.025
1177.0,0.026
1178.0,0.026
1179.0,0.026
1180.0,0.026
1181.0,0.025
1182.0,0.025
1183.0,0.025
1184.0,0.026
1185.0,0.026
1186.0,0.026
1187.0,0.026
1188.0,0.026
1189.0,0.026
1190.0,0.027
1191.0,0.027
1192.0,0.026
1193.0,0.026
1194.0,0.027
1195.0,0.026
1196.0,0.026
1197.0,0.026
1198.0,0.026
1199.0,0.026
1200.0,0.027
1201.0,0.027
1202.0,0.028
1203.0,0.028
1204.0,0.029
1205.0,0.029
1206.0,0.030
1207.0,0.030
1208.0,0.030
1209.0,0.030
1210.0,0.030
1211.0,0.030
1212.0,0.030
1213.0,0.030
1214.0,0.029
1215.0,0.028
1216.0,0.027
1217.0,0.025
1218.0,0.025
1219.0,0.024
1220.0,0.024
1221.0,0.022
1222.0,0.021
1223.0,0.019
1224.0,0.018
1225.0,0.017
1226.0,0.016
1227.0,0.015
1228.0,0.014
1229.0,0.013
1230.0,0.012
1231.0,0.012
1232.0,0.011
1233.0,0.010
1234.0,0.010
1235.0,0.009
1236.0,0.009
1237.0,0.009
1238.0,0.008
1239.0,0.008
1240.0,0.007
1241.0,0.007
1242.0,0.007
1243.0,0.007
1244.0,0.007
1245.0,0.007
1246.0,0.006
1247.0,0.006
1248.0,0.005
1249.0,0.005
1250.0,0.005
1251.0,0.005
1252.0,0.005
1253.0,0.005
1254.0,0.004
1255.0,0.004
1256.0,0.004
1257.0,0.004
1258.0,0.004
1259.0,0.004
1260.0,0.004
1261.0,0.004
1262.0,0.004
1263.0,0.004
1264.0,0.004
1265.0,0.004
1266.0,0.003
1267.0,0.003
1268.0,0.003
1269.0,0.003
1270.0,0.003
1271.0,0.003
1272.0,0.003
1273.0,0.003
1274.0,0.003
1275.0,0.002
1276.0,0.002
1277.0,0.002
1278.0,0.002
1279.0,0.002
1280.0,0.002
1281.0,0.002
1282.0,0.002
1283.0,0.002
1284.0,0.002
1285.0,0.001
1286.0,0.001
1287.0,0.001
1288.0,0.001
1289.0,0.001
1290.0,0.000
1291.0,-0.000
1292.0,-0.000
1293.0,-0.000
1294.0,-0.000
1295.0,-0.001
1296.0,-0.001
1297.0,-0.002
1298.0,-0.002
1299.0,-0.001
1300.0,-0.001
